Issuer Name,Ticker,Issue Date,Cpn,Amount Issued,Maturity,BBG Composite,Maturity Type,Currency,Cntry of Incorp,Green Instrument Indicator
Eurofins Scientific SE,ERFFP,2017/7/25,2.125,757451500,2024/7/25,NR,CALLABLE,EUR,LU,N
STMicroelectronics NV,STM,2017/7/3,0.25,750000000,2024/7/3,NR,CONVERTIBLE,USD,NL,N
Toronto-Dominion Bank/The,TD,2020/1/27,0.51512,1000000000,2023/1/27,A+,AT MATURITY,USD,CA,N
Limelight Networks Inc,LLNW,2020/7/27,3.5,125000000,2025/8/1,#N/A N/A,CONVERTIBLE,USD,US,N
Penn National Gaming Inc,PENN,2020/5/14,2.75,330495000,2026/5/15,#N/A N/A,CONVERTIBLE,USD,US,N
National Grid PLC,NGGLN,2021/1/20,0.163,605340000,2028/1/20,BBB+,CALLABLE,EUR,GB,N
FLIR Systems Inc,FLIR,2020/8/3,2.5,500000000,2030/8/1,BBB-,CALLABLE,USD,US,N
PayPal Holdings Inc,PYPL,2019/9/26,2.85,1500000000,2029/10/1,BBB+,CALLABLE,USD,US,N
SLM Corp,SLM,2020/10/29,4.2,500000000,2025/10/29,BB+,CALLABLE,USD,US,N
Asahi Group Holdings Ltd,ASABRE,2020/10/23,0.541,947472000,2028/10/23,NR,CALLABLE,EUR,JP,N
National Grid PLC,NGGLN,2011/10/6,1.25,434849425,2021/10/6,BBB+,AT MATURITY,GBP,GB,N
Societe Generale SA,SOCGEN,1985/7/1,#N/A N/A,,#N/A Field Not Applicable,NR,PERPETUAL,EUR,FR,N
US Bancorp,USB,2020/5/12,1.45,1500000000,2025/5/12,A+,CALLABLE,USD,US,N
HSBC Holdings PLC,HSBC,2008/5/27,6.8,1500000000,2038/6/1,BBB+,AT MATURITY,USD,GB,N
Williams Cos Inc/The,WMB,2018/3/5,4.85,800000000,2048/3/1,BBB-,CALLABLE,USD,US,N
Barclays PLC,BACR,2017/3/7,7.25,1525862500,#N/A Field Not Applicable,BB,PERP/CALL,GBP,GB,N
KazMunayGas National Co JSC,KZOKZ,2018/4/24,5.375,1250000000,2030/4/24,BBB-,AT MATURITY,USD,KZ,N
Southern Copper Corp,SCCO,2010/4/16,6.75,1100000000,2040/4/16,BBB,AT MATURITY,USD,US,N
Goldman Sachs Group Inc/The,GS,2015/5/22,5.15,2000000000,2045/5/22,BBB,AT MATURITY,USD,US,N
ams AG,AMSSW,2020/7/6,7,450000000,2025/7/31,BB-,CALLABLE,USD,AT,N
SFL Corp Ltd,SFL,2016/10/5,5.75,225000000,2021/10/15,#N/A N/A,CONVERTIBLE,USD,BM,N
Mohawk Industries Inc,MHK,2015/6/9,2,563490000,2022/1/14,BBB+,CALLABLE,EUR,US,N
TOTAL SE,TOTAL,2016/5/18,3.875,1974122500,#N/A Field Not Applicable,A-,PERP/CALL,EUR,FR,N
ArcelorMittal SA,MTNA,2011/3/7,7,1000000000,2041/3/1,BB+,AT MATURITY,USD,LU,N
Phillips 66,PSX,2014/11/17,4.875,1700000000,2044/11/15,BBB+,CALLABLE,USD,US,N
Cemex SAB de CV,CEMEX,2021/1/12,3.875,1750000000,2031/7/11,BB-,CALLABLE,USD,MX,N
B2Holding ASA,BTWO,2016/10/4,7,195891500,2021/10/4,#N/A N/A,AT MATURITY,EUR,NO,N
Oracle Corp,ORCL,2016/7/7,2.4,2500000000,2023/9/15,A-,CALLABLE,USD,US,N
Tenet Healthcare Corp,THC,2017/6/14,4.625,1870000000,2024/7/15,B+,CALLABLE,USD,US,N
Leonardo SpA,LDOIM,2005/3/24,4.875,647700000,2025/3/24,BB+,AT MATURITY,EUR,IT,N
JPMorgan Chase & Co,JPM,2012/1/23,4.5,3250000000,2022/1/24,A,AT MATURITY,USD,US,N
Telecom Italia SpA/Milano,TITIM,2015/1/16,3.25,1154770000,2023/1/16,BB,AT MATURITY,EUR,IT,N
Applied Materials Inc,AMAT,2020/5/29,2.75,750000000,2050/6/1,A-,CALLABLE,USD,US,N
Olin Corp,OLN,2017/3/9,5.125,500000000,2027/9/15,BB-,CALLABLE,USD,US,N
Elisa Oyj,ELIAV,2020/9/15,0.25,355584000,2027/9/15,BBB,CALLABLE,EUR,FI,N
Prudential Financial Inc,PRU,2018/5/3,3.935,1039497000,2049/12/7,A-,CALLABLE,USD,US,N
ArcelorMittal SA,MTNA,2017/12/4,0.95,592200000,2023/1/17,BB+,CALLABLE,EUR,LU,N
Exxon Mobil Corp,XOM,2016/3/3,4.114,2500000000,2046/3/1,AA,CALLABLE,USD,US,N
General Dynamics Corp,GD,2020/3/25,3.625,1000000000,2030/4/1,A,CALLABLE,USD,US,N
Ball Corp,BLL,2015/12/14,4.375,771050000,2023/12/15,BB+,AT MATURITY,EUR,US,N
Schaeffler AG,SHAEFF,2019/3/26,1.125,846255000,2022/3/26,BB+,CALLABLE,EUR,DE,N
Valmont Industries Inc,VMI,2014/9/22,5.25,305000000,2054/10/1,BBB-,CALLABLE,USD,US,N
Waste Management Inc,WM,2020/11/17,1.15,500000000,2028/3/15,BBB+,CALLABLE,USD,US,N
Erste Group Bank AG,ERSTBK,2020/5/13,0.875,811657500,2027/5/13,A,AT MATURITY,EUR,AT,N
Citizens Financial Group Inc,CFG,2020/9/30,2.638,620555000,2032/9/30,BBB,CALLABLE,USD,US,N
Skandinaviska Enskilda Banken AB,SEB,2020/2/11,0.375,1092180000,2027/2/11,A,AT MATURITY,EUR,SE,N
Helix Energy Solutions Group Inc,HLX,2020/8/14,6.75,200000000,2026/2/15,#N/A N/A,CONVERTIBLE,USD,US,N
Bank of Montreal,BMO,2020/4/27,1.85,1500000000,2025/5/1,A,AT MATURITY,USD,CA,N
Equinix Inc,EQIX,2020/10/7,1,700000000,2025/9/15,BBB-,CALLABLE,USD,US,Y
Morgan Stanley,MS,2020/10/2,5.875,400000000,#N/A Field Not Applicable,BB+,PERP/CALL,USD,US,N
Moog Inc,MOGA,2019/12/13,4.25,500000000,2027/12/15,BB-,CALLABLE,USD,US,N
Fastighets AB Balder,BALDER,2020/1/28,1.25,330267000,2028/1/28,NR,CALLABLE,EUR,SE,N
Ovintiv Inc,OVV,2001/10/26,7.375,500000000,2031/11/1,BB+,AT MATURITY,USD,US,N
DexCom Inc,DXCM,2018/11/30,0.75,850000000,2023/12/1,#N/A N/A,CONVERTIBLE,USD,US,N
Eni SpA,ENIIM,2020/5/18,1.25,1090930000,2026/5/18,BBB+,AT MATURITY,EUR,IT,N
Aroundtown SA,ARNDTN,2019/3/21,5.375,600000000,2029/3/21,NR,CALLABLE,USD,LU,N
UnitedHealth Group Inc,UNH,2020/5/18,2.75,1000000000,2040/5/15,A,CALLABLE,USD,US,N
Boeing Co/The,BA,2015/2/20,3.3,250000000,2035/3/1,BBB-,CALLABLE,USD,US,N
Vodafone Group PLC,VOD,2019/9/17,4.25,1500000000,2050/9/17,BBB,AT MATURITY,USD,GB,N
Bank of America Corp,BAC,2018/5/17,3.499,2250000000,2022/5/17,A,CALLABLE,USD,US,Y
Bank of America Corp,BAC,2020/10/21,0.764946563,500000000,2024/10/24,A,CALLABLE,USD,US,N
Solocal Group,LOCLFP,2017/3/14,8,422552047.8,2025/3/15,CCC+,AT MATURITY,EUR,FR,N
Citigroup Inc,C,2018/7/23,4.65,2500000000,2048/7/23,A-,CALLABLE,USD,US,N
Julius Baer Group Ltd,BAERVX,2017/9/12,4.75,300000000,#N/A Field Not Applicable,NR,PERP/CALL,USD,CH,N
Zhenro Properties Group Ltd,ZHPRHK,2019/11/6,9.15,300000000,2023/5/6,B,CALLABLE,USD,KY,N
Booking Holdings Inc,BKNG,2020/4/13,4.1,1000000000,2025/4/13,A-,CALLABLE,USD,US,N
Assurant Inc,AIZ,2018/3/27,4.9,300000000,2028/3/27,BBB-,CALLABLE,USD,US,N
Coupa Software Inc,COUP,2020/6/15,0.375,1380000000,2026/6/15,#N/A N/A,CONVERTIBLE,USD,US,N
Amazon.com Inc,AMZN,2018/6/6,4.25,2250000000,2057/8/22,A+,CALLABLE,USD,US,N
Prudential Financial Inc,PRU,2015/5/18,5.375,1000000000,2045/5/15,BBB,CALLABLE,USD,US,N
Suez SA,SEVFP,2019/9/12,1.625,553395000,#N/A Field Not Applicable,NR,PERP/CALL,EUR,FR,N
Royal Bank of Canada,RY,2020/1/30,0.51894,1636837500,2025/1/30,AAA,AT MATURITY,GBP,CA,N
Koninklijke KPN NV,KPN,2001/2/13,8.375,997909500,2030/10/1,BBB-,AT MATURITY,USD,NL,N
Verizon Communications Inc,VZ,2017/5/25,4.9,207017000,2047/5/15,BBB+,CALLABLE,USD,US,N
Emerson Electric Co,EMR,2020/4/29,1.8,500000000,2027/10/15,A,CALLABLE,USD,US,N
Daimler AG,DAIGR,2019/11/6,1.125,1106610000,2031/11/6,BBB+,AT MATURITY,EUR,DE,N
Banco de Sabadell SA,SABSM,2019/11/7,0.625,552040000,2025/11/7,BBB,CALLABLE,EUR,ES,N
Suez SA,SEVFP,2014/5/21,2,102471000,2029/5/21,#N/A N/A,CALLABLE,EUR,FR,N
Bank of New York Mellon Corp/The,BK,2020/4/24,1.6,1250000000,2025/4/24,A+,CALLABLE,USD,US,N
American Express Co,AXP,2018/5/17,3.375,1200000000,2021/5/17,A-,CALLABLE,USD,US,N
Emirates NBD Bank PJSC,EBIUH,2015/2/18,4.75,350205750,2022/2/18,A,AT MATURITY,AUD,AE,N
SPH REIT,SPHRSP,2019/8/30,4.1,216077700,#N/A Field Not Applicable,#N/A N/A,PERP/CALL,SGD,SG,N
Ford Motor Co,F,1998/6/4,9.98,288402000,2047/2/15,BB,AT MATURITY,USD,US,N
Abertis Infraestructuras SA,ABESM,2019/3/27,2.375,1125400000,2027/9/27,BBB-,CALLABLE,EUR,ES,N
Grupo de Inversiones Suramericana SA,GRUPOS,2016/4/29,5.5,550000000,2026/4/29,BBB-,CALLABLE,USD,CO,N
TDC A/S,TDCDC,2012/3/2,5,660535000,2022/3/2,B+,AT MATURITY,EUR,DK,N
Silgan Holdings Inc,SLGN,2018/1/11,3.25,782463500,2025/3/15,BB-,CALLABLE,EUR,US,N
Boeing Co/The,BA,2019/5/2,3.9,800000000,2049/5/1,BBB-,CALLABLE,USD,US,N
Apple Inc,AAPL,2017/2/9,4.25,1000000000,2047/2/9,AA+,CALLABLE,USD,US,N
National Bank of Fujairah PJSC,FUJAIR,2019/10/1,5.875,350000000,#N/A Field Not Applicable,#N/A N/A,PERP/CALL,USD,AE,N
Navient Corp,NAVI,2014/3/27,6.125,850000000,2024/3/25,B+,AT MATURITY,USD,US,N
Klovern AB,KLOVSS,2020/10/16,3.225,226204000,2024/4/16,#N/A N/A,CALLABLE,SEK,SE,Y
BNP Paribas SA,BNP,2020/9/1,0.5,1193420000,2028/9/1,A-,CALLABLE,EUR,FR,N
Neste Oyj,NESVFH,2017/6/7,1.5,450592000,2024/6/7,#N/A N/A,CALLABLE,EUR,FI,N
Takeda Pharmaceutical Co Ltd,TACHEM,2017/7/18,2.45,500000000,2022/1/18,BBB,CALLABLE,USD,JP,N
Hess Corp,HES,2010/8/10,5.6,1250000000,2041/2/15,BB+,AT MATURITY,USD,US,N
Masco Corp,MAS,2016/3/17,4.375,500000000,2026/4/1,BBB,CALLABLE,USD,US,N
Bank of America Corp,BAC,2021/2/16,0.3,100000000,2024/2/16,A,CALLABLE,USD,US,N
Heineken NV,HEIANA,2020/5/7,1.75,919079500,2040/5/7,BBB+,CALLABLE,EUR,NL,N
Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand,BSMXB,2018/10/1,5.95,1300000000,2028/10/1,BBB-,CALLABLE,USD,MX,N
Golar LNG Partners LP,GMLP,2017/2/15,8.29375,250000000,2022/11/15,#N/A N/A,CALL/SINK,USD,MH,N
Mondelez International Inc,MDLZ,2020/5/4,1.5,750000000,2025/5/4,BBB,CALLABLE,USD,US,N
American Tower Corp,AMT,2016/9/30,2.25,600000000,2022/1/15,BBB-,AT MATURITY,USD,US,N
Hewlett Packard Enterprise Co,HPE,2020/4/9,4.45,1250000000,2023/10/2,BBB,CALLABLE,USD,US,N
Lennar Corp,LEN,2013/9/5,4.75,574881000,2022/11/15,BB+,CALLABLE,USD,US,N
Standard Chartered PLC,STANLN,2021/1/14,1.456,1500000000,2027/1/14,A-,CALLABLE,USD,GB,N
Atos SE,ATOFP,2018/11/7,1.75,859800000,2025/5/7,NR,CALLABLE,EUR,FR,N
Humana Inc,HUM,2020/3/26,4.875,500000000,2030/4/1,BBB,CALLABLE,USD,US,N
New Oriental Education & Technology Group Inc,EDU,2020/7/2,2.125,300000000,2025/7/2,NR,CALLABLE,USD,KY,N
M&G PLC,MGNLN,2018/10/3,6.25,649430000,2068/10/20,BBB+,CALLABLE,GBP,GB,N
Heimstaden AB,HEIMST,2020/10/15,3.904,135288000,2025/10/15,#N/A N/A,CALLABLE,SEK,SE,N
Peabody Energy Corp,BTU,2017/2/15,6.375,500000000,2025/3/31,CCC,CALLABLE,USD,US,N
Goldman Sachs Group Inc/The,GS,2016/7/27,0.457,2198240000,2021/7/27,A-,AT MATURITY,EUR,US,N
Bharat Petroleum Corp Ltd,BPCLIN,2019/1/24,4.375,500000000,2022/1/24,BBB-,AT MATURITY,USD,IN,N
Banco de Sabadell SA,SABSM,2017/12/5,0.875,1180570000,2023/3/5,BBB,AT MATURITY,EUR,ES,N
Liberty Broadband Corp,LBRDA,2020/11/23,1.25,825000000,2050/9/30,#N/A N/A,CONV/PUT/CALL,USD,US,N
United Bank for Africa PLC,UBANL,2017/6/8,7.75,500000000,2022/6/8,B-,AT MATURITY,USD,NG,N
National Bank of Canada,NACN,2020/9/9,4.3,380098000,2080/11/15,BB+,CALLABLE,CAD,CA,N
Turk Telekomunikasyon AS,TURKTI,2014/6/19,4.875,500000000,2024/6/19,BB-,AT MATURITY,USD,TR,N
Jefferies Financial Group Inc,JEF,2013/10/18,5.5,750000000,2023/10/18,BBB-,CALLABLE,USD,US,N
Mitsubishi UFJ Financial Group Inc,MUFG,2020/7/17,2.048,1250000000,2030/7/17,A-,AT MATURITY,USD,JP,N
Roper Technologies Inc,ROP,2020/9/1,1.4,700000000,2027/9/15,BBB,CALLABLE,USD,US,N
Bankia SA,BKIASM,2017/3/15,3.375,531325000,2027/3/15,BB+,CALLABLE,EUR,ES,N
First Abu Dhabi Bank PJSC,FABUH,2020/2/19,1.375,581314500,2023/2/19,AA-,AT MATURITY,GBP,AE,N
DR Horton Inc,DHI,2020/5/5,2.6,500000000,2025/10/15,BBB,CALLABLE,USD,US,N
HSBC Holdings PLC,HSBC,2020/11/13,0.77,1182640000,2031/11/13,A,CALLABLE,EUR,GB,N
Mueller Water Products Inc,MWA,2018/6/12,5.5,450000000,2026/6/15,BB-,CALLABLE,USD,US,N
Heineken NV,HEIANA,2012/10/10,2.75,1000000000,2023/4/1,BBB+,AT MATURITY,USD,NL,N
Bank of America Corp,BAC,2016/4/19,2.625,2000000000,2021/4/19,A,AT MATURITY,USD,US,N
Prospect Capital Corp,PSEC,2013/3/15,5.875,320000000,2023/3/15,NR,AT MATURITY,USD,US,N
Global Payments Inc,GPN,2016/3/17,3.8,750000000,2021/4/1,BBB-,CALLABLE,USD,US,N
Keppel REIT,KREITS,2020/9/11,3.15,219309600,#N/A Field Not Applicable,#N/A N/A,PERP/CALL,SGD,SG,N
Unifin Financiera SAB de CV,UNIFIN,2021/1/28,9.875,527633000,2029/1/28,BB-,CALLABLE,USD,MX,N
Bank of Montreal,BMO,2020/3/10,0.74167,1500000000,2023/3/10,A,AT MATURITY,USD,CA,N
Equitable Holdings Inc,EQH,2019/1/16,5,1499376000,2048/4/20,BBB,CALLABLE,USD,US,N
Goldman Sachs Group Inc/The,GS,2019/6/17,5.5,500000000,#N/A Field Not Applicable,BB+,PERP/CALL,USD,US,N
Toronto-Dominion Bank/The,TD,2020/6/12,1.15,1000000000,2025/6/12,A+,AT MATURITY,USD,CA,N
Coca-Cola European Partners PLC,CCE,2020/12/2,0.2,907005000,2028/12/2,BBB+,CALLABLE,EUR,GB,N
Industrias Penoles SAB de CV,PENOMX,2019/9/12,5.65,550000000,2049/9/12,BBB,CALLABLE,USD,MX,N
Goldman Sachs Group Inc/The,GS,2021/1/27,0.445115108,750000000,2023/1/27,A-,CALLABLE,USD,US,N
Barclays PLC,BACR,2018/1/17,3.25,1731225000,2033/1/17,BBB+,AT MATURITY,GBP,GB,N
Komercni banka as,KOMERC,2021/1/20,0.01,605340000,2026/1/20,NR,AT MATURITY,EUR,CZ,N
SM Energy Co,SM,2014/6/24,5,500000000,2024/1/15,CCC+,CALLABLE,USD,US,N
Clear Channel Outdoor Holdings Inc,CCO,2021/2/17,7.75,1000000000,2028/4/15,CCC,CALLABLE,USD,US,N
Apple Inc,AAPL,2015/2/9,2.15,1250000000,2022/2/9,AA+,AT MATURITY,USD,US,N
National Fuel Gas Co,NFG,2011/12/1,4.9,500000000,2021/12/1,BBB-,CALLABLE,USD,US,N
Occidental Petroleum Corp,OXY,2019/9/18,6.6,1099221000,2046/3/15,BB-,CALLABLE,USD,US,N
Abbott Laboratories,ABT,2016/11/22,4.9,3250000000,2046/11/30,A-,CALLABLE,USD,US,N
Adobe Inc,ADBE,2020/2/3,2.15,850000000,2027/2/1,A,CALLABLE,USD,US,N
United States Steel Corp,X,2020/5/29,12,1056357000,2025/6/1,B,CALLABLE,USD,US,N
Cenovus Energy Inc,CVECN,2017/12/11,5.25,699952000,2037/6/15,BB+,CALLABLE,USD,CA,N
Electricite de France SA,EDF,2015/10/13,3.625,1250000000,2025/10/13,BBB+,CALLABLE,USD,FR,Y
Banca Farmafactoring SpA,FARMIT,2017/6/29,2,228596000,2022/6/29,#N/A N/A,AT MATURITY,EUR,IT,N
McDonald's Corp,MCD,2019/8/12,3.625,1750000000,2049/9/1,BBB+,CALLABLE,USD,US,N
AES Gener SA,AESGEN,2015/7/14,5,425000000,2025/7/14,BBB-,CALLABLE,USD,CL,N
Synovus Financial Corp,SNV,2019/2/7,5.9,300000000,2029/2/7,BB+,CALLABLE,USD,US,N
Truist Financial Corp,TFC,2019/12/9,5.125,500000000,#N/A Field Not Applicable,BBB,PERP/CALL,USD,US,N
Citizens Financial Group Inc,CFG,2020/6/4,5.65,400000000,#N/A Field Not Applicable,BB,PERP/CALL,USD,US,N
Zhenro Properties Group Ltd,ZHPRHK,2019/10/3,8.7,300000000,2022/8/3,B,AT MATURITY,USD,KY,N
Iron Mountain Inc,IRM,2020/6/22,5.25,1300000000,2030/7/15,BB-,CALLABLE,USD,US,N
Owens Corning,OC,2020/5/12,3.875,300000000,2030/6/1,BBB-,CALLABLE,USD,US,N
Eversource Energy,ES,2020/8/14,1.65,600000000,2030/8/15,BBB+,CALLABLE,USD,US,N
Expedia Group Inc,EXPE,2020/5/5,6.25,2000000000,2025/5/1,BBB-,CALLABLE,USD,US,N
AXA SA,AXASA,2018/3/26,3.25,2488860000,2049/5/28,BBB+,CALLABLE,EUR,FR,N
Square Inc,SQ,2018/5/25,0.5,862500000,2023/5/15,#N/A N/A,CONVERTIBLE,USD,US,N
Microsoft Corp,MSFT,2015/11/3,4.45,3000000000,2045/11/3,AAA,CALLABLE,USD,US,N
Intrum AB,INTRUM,2019/7/3,3.197,311590500,2023/7/3,NR,CALLABLE,SEK,SE,N
Valvoline Inc,VVV,2021/1/4,3.625,535000000,2031/6/15,BB-,CALLABLE,USD,US,N
Delivery Hero SE,DEHEHO,2020/1/23,1,966962500,2027/1/23,#N/A N/A,CONVERTIBLE,EUR,DE,N
Bank of America Corp,BAC,2020/10/21,0.81,2000000000,2024/10/24,A,CALLABLE,USD,US,N
Oversea-Chinese Banking Corp Ltd,OCBCSP,2014/6/19,4.25,1000000000,2024/6/19,A-,AT MATURITY,USD,SG,N
Boeing Co/The,BA,2015/2/20,3.5,250000000,2045/3/1,BBB-,CALLABLE,USD,US,N
Canadian Imperial Bank of Commerce,CM,2019/12/17,0.85656,1250000000,2023/3/17,A,AT MATURITY,USD,CA,N
Credit Agricole SA,ACAFP,2021/1/26,1.247,1500000000,2027/1/26,A-,CALLABLE,USD,FR,N
National Australia Bank Ltd,NAB,2020/11/18,1.71,915387500,2030/11/18,BBB+,CALLABLE,AUD,AU,N
IMMOFINANZ AG,IIAAV,2019/1/28,2.625,571730000,2023/1/27,NR,CALLABLE,EUR,AT,N
China Aoyuan Group Ltd,CAPG,2019/2/19,7.95,475000000,2023/2/19,B+,CALLABLE,USD,KY,N
UniCredit SpA,UCGIM,2019/1/15,6.572,2500000000,2022/1/14,BBB-,AT MATURITY,USD,IT,N
Six Flags Entertainment Corp,SIX,2016/6/16,4.875,1000000000,2024/7/31,CCC+,CALLABLE,USD,US,N
Euronext NV,ENXFP,2019/6/12,1.125,847290000,2029/6/12,NR,CALLABLE,EUR,NL,N
Vodafone Group PLC,VOD,2019/5/24,0.9,840397500,2026/11/24,BBB,AT MATURITY,EUR,GB,Y
Textron Inc,TXT,2020/8/5,2.45,500000000,2031/3/15,BBB,CALLABLE,USD,US,N
Aareal Bank AG,AARB,2020/10/7,0.5,588595000,2027/4/7,NR,AT MATURITY,EUR,DE,N
Deutsche Wohnen SE,DWNIGY,2017/2/27,0.325,848352000,2024/7/26,NR,CONVERTIBLE,EUR,DE,N
Country Garden Holdings Co Ltd,COGARD,2020/1/14,5.625,450000000,2030/1/14,NR,CALLABLE,USD,KY,N
QIAGEN NV,QGEN,2017/9/13,0.5,400000000,2023/9/13,#N/A N/A,CONVERTIBLE,USD,NL,N
Bank of America Corp,BAC,2017/1/20,3.124,1500000000,2023/1/20,A,CALLABLE,USD,US,N
Mail.Ru Group Ltd,MAILLI,2020/10/1,1.625,400000000,2025/10/1,#N/A N/A,CONVERTIBLE,USD,VG,N
Rite Aid Corp,RAD,2020/2/5,7.5,600000000,2025/7/1,CCC+,CALLABLE,USD,US,N
Aptiv PLC,APTV,2019/3/14,5.4,350000000,2049/3/15,BBB,CALLABLE,USD,JE,N
Intercontinental Exchange Inc,ICE,2020/5/26,3,1250000000,2050/6/15,BBB+,CALLABLE,USD,US,N
Hanesbrands Inc,HBI,2016/5/6,4.875,900000000,2026/5/15,BB-,CALLABLE,USD,US,N
Coca-Cola Co/The,KO,2020/5/1,2.6,1500000000,2050/6/1,A+,AT MATURITY,USD,US,N
Encore Capital Group Inc,ECPG,2020/11/23,5.375,399363000,2026/2/15,BB,CALLABLE,GBP,US,N
BNP Paribas SA,BNP,2015/2/17,2.375,1712625000,2025/2/17,BBB+,AT MATURITY,EUR,FR,N
KazMunayGas National Co JSC,KZOKZ,2018/4/24,6.375,1500000000,2048/10/24,BBB-,AT MATURITY,USD,KZ,N
Abu Dhabi National Energy Co PJSC,TAQAUH,2018/4/23,4.875,1000000000,2030/4/23,AA-,AT MATURITY,USD,AE,N
Intercontinental Exchange Inc,ICE,2020/8/20,2.65,1250000000,2040/9/15,BBB+,CALLABLE,USD,US,N
CPI Property Group SA,CPIPGR,2020/9/16,4.875,621243000,#N/A Field Not Applicable,BB+,PERP/CALL,EUR,LU,N
Lannett Co Inc,LCI,2019/9/27,4.5,86250000,2026/10/1,#N/A N/A,CONVERTIBLE,USD,US,N
Cleveland-Cliffs Inc,CLF,2017/12/19,1.5,316250000,2025/1/15,NR,CONVERTIBLE,USD,US,N
Equinix Inc,EQIX,2020/6/22,3,500000000,2050/7/15,BBB-,CALLABLE,USD,US,N
3M Co,MMM,2017/10/2,2.875,850000000,2027/10/15,A+,CALLABLE,USD,US,N
Under Armour Inc,UA,2020/5/27,1.5,500000000,2024/6/1,#N/A N/A,CONVERTIBLE,USD,US,N
Green Plains Inc,GPRE,2016/8/15,4.125,170000000,2022/9/1,#N/A N/A,CONVERTIBLE,USD,US,N
Tenneco Inc,TEN,2017/6/29,5,400043000,2024/7/15,B+,CALLABLE,EUR,US,N
Broadridge Financial Solutions Inc,BR,2019/12/9,2.9,750000000,2029/12/1,BBB+,CALLABLE,USD,US,N
Aker ASA,AKERNO,2018/1/31,3.13,259228000,2023/1/31,#N/A N/A,CALLABLE,NOK,NO,N
Banco de Sabadell SA,SABSM,2019/7/22,0.875,1121840000,2025/7/22,BBB,AT MATURITY,EUR,ES,N
KION Group AG,KGXGR,2020/9/24,1.625,583130000,2025/9/24,BB+,CALLABLE,EUR,DE,N
Altria Group Inc,MO,2013/5/2,4.5,650000000,2043/5/2,BBB,AT MATURITY,USD,US,N
BAWAG Group AG,BGAV,2020/9/9,5.125,206561250,#N/A Field Not Applicable,NR,PERP/CALL,EUR,AT,N
Equinor ASA,EQNR,2020/5/22,1.75,750000000,2026/1/22,AA-,CALLABLE,USD,NO,N
MetLife Inc,MET,2006/12/21,6.4,1250000000,2036/12/15,BBB,CALLABLE,USD,US,N
Estee Lauder Cos Inc/The,EL,2020/4/13,2.6,700000000,2030/4/15,A+,CALLABLE,USD,US,N
Kernel Holding SA,KERPW,2020/10/27,6.75,300000000,2027/10/27,B+,CALLABLE,USD,LU,N
Nissan Motor Co Ltd,NSANY,2020/9/17,3.522,1500000000,2025/9/17,BBB-,CALLABLE,USD,JP,N
Kinder Morgan Inc,KMI,2018/3/1,5.2,750000000,2048/3/1,BBB,CALLABLE,USD,US,N
NortonLifeLock Inc,NLOK,2016/8/15,2,1250000000,2022/8/15,NR,CONVERTIBLE,USD,US,N
AbbVie Inc,ABBV,2020/11/17,3.45,2621596000,2022/3/15,BBB,CALLABLE,USD,US,N
Coca-Cola Co/The,KO,2020/3/25,3.375,1000000000,2027/3/25,A+,AT MATURITY,USD,US,N
Societe Generale SA,SOCGEN,2008/4/7,6.363,926016800,2023/4/6,BBB-,AT MATURITY,EUR,FR,N
Bank of America Corp,BAC,2017/4/27,0.24,1631340000,2023/5/4,A,CALLABLE,EUR,US,N
Infraestructura Energetica Nova SAB de CV,IENOVA,2017/12/14,3.75,300000000,2028/1/14,BBB,AT MATURITY,USD,MX,N
Anadolu Efes Biracilik Ve Malt Sanayii AS,AEFES,2012/10/30,3.375,500000000,2022/11/1,NR,AT MATURITY,USD,TR,N
Calpine Corp,CPN,2016/5/31,5.25,1185000000,2026/6/1,BB,CALLABLE,USD,US,N
Navient Corp,NAVI,2020/1/27,5,700000000,2027/3/15,B+,CALLABLE,USD,US,N
Mitsubishi Estate Co Ltd,MITEST,2021/2/3,0.66,761843200,2081/2/3,BBB+,CALLABLE,JPY,JP,N
International Business Machines Corp,IBM,2017/1/27,2.5,1000000000,2022/1/27,A,AT MATURITY,USD,US,N
Fox Corp,FOXA,2020/4/7,3.5,600000000,2030/4/8,BBB,CALLABLE,USD,US,N
Essity AB,ESSITY,2017/3/27,1.125,651828000,2024/3/27,BBB+,CALLABLE,EUR,SE,N
Kaisa Group Holdings Ltd,KAISAG,2019/2/26,11.75,400000000,2021/2/26,NR,AT MATURITY,USD,KY,N
Owens Corning,OC,2014/11/12,4.2,400000000,2024/12/1,BBB-,CALLABLE,USD,US,N
Kinder Morgan Inc,KMI,2014/11/26,5.55,1750000000,2045/6/1,BBB,CALLABLE,USD,US,N
M&T Bank Corp,MTB,2016/10/28,5.125,500000000,#N/A Field Not Applicable,BBB-,PERP/CALL,USD,US,N
JPMorgan Chase & Co,JPM,2016/7/25,0.625,2197440000,2024/1/25,A,CALLABLE,EUR,US,N
Natwest Group PLC,NWG,2012/12/4,6.125,2250000000,2022/12/15,BBB-,AT MATURITY,USD,GB,N
Mediobanca Banca di Credito Finanziario SpA,BACRED,2011/6/13,4.5,718085000,2021/6/13,NR,AT MATURITY,EUR,IT,N
Societe Generale SA,SOCGEN,2017/5/19,5,484399500,2027/5/19,BBB-,AT MATURITY,AUD,FR,N
Tencent Holdings Ltd,TENCNT,2019/4/11,3.28,1250000000,2024/4/11,A+,CALLABLE,USD,KY,N
